"Data Source","World Development Indicators",

"Last Updated Date","2025-06-05",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Tunisia","TUN","Internally displaced persons, new displacement associated with disasters (number of cases)","VC.IDP.NWDS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","","120","","990","3300","32","10000","1200","2000","2600","",
"Tunisia","TUN","Voice and Accountability: Percentile Rank, Upper Bound of 90% Confidence Interval","VA.PER.RNK.UPPER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41","","34.825870513916","","32.3383102416992","","26.8656711578369","28.3582096099854","28.8461532592773","25","17.7884616851807","13.942307472229","14.9038457870483","13.7440757751465","13.2701425552368","41.3145523071289","49.7652587890625","52.1126747131348","59.6059112548828","61.0837440490723","63.5467987060547","57.6354675292969","59.7087364196777","60.386474609375","59.9033813476562","57.0048294067383","44.4444427490234","46.0784301757812","",
"Tunisia","TUN","Voice and Accountability: Estimate","VA.EST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.599355578422546","","-0.823301255702972","","-0.813736259937286","","-0.959111213684082","-0.920870661735535","-0.866649389266968","-0.950093030929565","-1.29791927337646","-1.37891387939453","-1.35054492950439","-1.35833787918091","-1.41616463661194","-0.370504289865494","-0.171652227640152","-0.0844910442829132","0.192878887057304","0.241306498646736","0.303652375936508","0.161945834755898","0.191409721970558","0.266348570585251","0.283747613430023","0.109903484582901","-0.248100206255913","-0.21289698779583","",
"Tunisia","TUN","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","768243968","744466250","999336267","1085024422","854246053","801060250","871478331","838436577","871067168","850828851","828929551","840506111","832607036","959678980","1041437024","1198528314","",
"Tunisia","TUN","Merchandise exports to low- and middle-income economies within region (% of total merchandise exports)","TX.VAL.MRCH.WR.ZS","12.15859030837","5.15247108307045","3.6563071297989","6.76284941388638","9.72346119536128","7.96296296296296","8.75420875420875","8.08080808080808","11.2367491166078","11.9485172162144","16.5282647474934","13.5225979935878","7.59945418284875","9.94463913860531","7.16414488766621","10.8388030647134","4.91406113302018","5.61426066627703","8.3839307192687","5.85080188203464","4.37799604438336","8.55422813352985","6.06959881295669","6.21612506925541","8.69194084135909","7.01858717244695","10.3262576852309","7.32812269265658","8.17309716135249","11.8130926183064","11.8601207622361","11.6631753538188","10.8513260234004","10.216823643434","8.47569804881973","9.21577788893504","8.0110551608188","7.29636490907618","6.51607389580858","6.01165787514381","8.52924447180674","8.65418784800463","9.29355564211314","7.96807482722324","6.90006678889183","8.7324357724597","9.26325850455929","9.01282853649783","10.2497403834813","12.6265204405449","10.4521479716505","9.52776215106377","10.3411316061338","10.2395997454745","10.2135631531425","10.4563492912289","10.6225390557753","8.64043317386695","8.85004047519113","9.32136245488951","8.1179757906796","8.09123837079012","8.67283283993329","8.65772239222048","",
"Tunisia","TUN","Merchandise exports to low- and middle-income economies in South Asia (% of total merchandise exports)","TX.VAL.MRCH.R5.ZS","0.704845814977974","0.10515247108307","1.0054844606947","0.0901713255184851","0.0892060660124889","4.35185185185185","2.44107744107744","0.543900543900544","0.424028268551237","0.0331718967690573","0.0246047856308052","0.475747233426414","0.18193905041811","0.0990400731372848","0.0699220541036222","0.00249569492625221","0.16555177194234","0.635885447106955","1.51936492662978","1.2626007914988","1.41894577548763","1.65376103731872","1.39029648086453","1.22732637968829","2.35978894888877","2.73556615590956","2.13166988287035","1.32270109486741","4.56176128045501","3.39180417399118","1.47564513016376","2.49551886069498","2.3823335301849","1.62049722936711","2.15232947899574","2.25266203359284","2.77265753759553","3.14286328038951","3.00628986589274","2.54905437854235","2.24688257130311","1.54709266939809","1.68092550581473","0.920431966565848","1.15739627556885","1.73850459991144","1.27607190649588","1.3710958927447","4.0895020265238","1.93631794291297","2.69542076155792","1.52960526348376","1.74234565232543","1.42206752054212","2.09503350427523","1.65320877888721","1.79345476088102","1.49408703988291","1.24822527259556","1.29059566241817","1.12595360044436","1.6930660996014","2.68446185723114","1.71857150479169","",
"Tunisia","TUN","Merchandise exports to low- and middle-income economies in East Asia & Pacific (% of total merchandise exports)","TX.VAL.MRCH.R1.ZS","0.881057268722467","0.525762355415352","0.731261425959781","","0.267618198037467","4.25925925925926","0.673400673400673","0.466200466200466","0.706713780918728","0.530750348304916","","","0.321892166124348","1.18086241048301","3.6680421824851","2.00029948339115","0.115751645423099","0.413793103448276","0.946836661053645","0.986703532078248","1.2771948644028","1.09271125082933","2.30577563761583","1.77956302844892","1.90638782188078","1.89224754216593","3.76071444599022","1.41077568930236","2.76100449487603","2.65171310037492","2.00264934202028","1.40489975365253","1.64764157976946","1.1701727711783","0.926800607315859","1.0193410177075","0.816478322168019","1.15283693750945","1.37492393737044","0.880365923774804","0.259855220079168","0.501982718447285","0.623994766096327","0.38212797720365","0.41771103466866","0.373334252931403","0.693784460913349","0.257618172911262","0.858344360284632","0.601657653223692","0.447846618482428","0.374295517190719","0.731984468454665","0.475193878694731","0.657200282630098","0.472570237492065","0.521284732333441","0.610206076630234","1.10030158102733","0.751423935896513","0.809656285045845","0.94441149656999","0.737586492500423","0.571788420630491","",
"Tunisia","TUN","Merchandise exports to economies in the Arab World (% of total merchandise exports)","TX.VAL.MRCH.AL.ZS","12.9515418502203","5.15247108307045","3.6563071297989","6.76284941388638","9.72346119536128","7.87037037037037","8.75420875420875","8.08080808080808","10.7420494699647","11.3845949711404","15.9500522851695","13.5225979935878","7.61344949441937","9.94209964955051","7.29481889041724","10.8425466071027","4.84676366475093","5.7989479836353","8.56964156843878","5.98252057362897","4.15770746634613","8.61300477782874","6.29916850975671","5.27184255534411","7.98369487897963","6.82499715308795","10.5641071668985","7.28487648461068","8.42333219519268","10.9949990059177","11.4236439213525","11.7156490267004","10.8519446468065","11.1091018914502","9.09933605196104","9.49882843184733","8.51369619647357","7.54665701314151","6.88403080429278","6.09941704252488","8.39991856428727","8.67592962190473","9.33289489490731","7.97031798109958","6.97893233155059","9.24964760508916","9.5606690087022","9.2862213613949","10.0130671308135","12.5964185936981","11.024923469399","10.4286295591611","11.1651410249126","11.1823176219086","11.2600994002298","11.4717422183353","11.6097598657026","9.69806996468189","10.0364014041925","10.4517258363315","9.25550402702389","9.29817511402506","10.1127082549017","9.80971803599899","",
"Tunisia","TUN","ICT goods exports (% of total goods exports)","TX.VAL.ICTG.ZS.UN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.4","1.32","1.25","1.4","1.56","1.98","3.42","3.14","3.86","4.66","6.53","7.38","6.7","5.85","5.76","5.41","6.34","6.01","4.17","4.24","4.59","4.26","","","",
"Tunisia","TUN","Export unit value index (2015 = 100)","TX.UVI.MRCH.XD.WD","","","","","","","","","","","","","","","","","","","","","65.4","58.8","53.5","48.1","47","46.4","51.7","55.3","59.4","58.8","63.6","61.2","61.8","57.7","58.3","67.8","70.7","64.8","64.2","63.6","59.4","58.3","59.5","70.5","79.6","85.3","90.4","101.4","118.5","103.4","107.2","123.1","117.6","121.4","121.1","100","98.8","102","108.7","104.3","105","120","123.1","127.6","",
